Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
21,FF&E,4,real estate,0,0,2,delay in paying off loans in the past,0,34,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,14.279873307319924
12,FF&E,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,25,0,divorced/separated/married,1,2,skilled employee / official,1,None,1,7 years and up,14.831465612951376
18,used vehicle,1,car or other,0,0,1,existing loans paid back duly till now,0,21,1,married/widowed,0,3,skilled employee / official,1,Low,0,1 year - 4 years,14.83760170872464
28,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,29,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,14.82456276991974
18,electronic equipment,4,real estate,0,0,2,critical/pending loans at other banks,0,46,1,single,1,3,skilled employee / official,1,High,0,1 year - 4 years,13.954402556830892
9,FF&E,1,car or other,0,0,1,existing loans paid back duly till now,0,20,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.087825153284934
18,FF&E,2,No Property,0,0,3,critical/pending loans at other banks,1,55,0,divorced/separated/married,0,4,unemployed / unskilled - non-resident,1,Low,0,None,13.989463865087712
5,business,1,real estate,0,0,1,existing loans paid back duly till now,0,74,1,single,1,4,unskilled - resident,1,Low,0,4 years - 7 years,15.05330491076572
24,None,2,car or other,1,0,2,existing loans paid back duly till now,1,29,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,1,1 year - 4 years,16.24278809491564
6,FF&E,4,No Property,0,0,3,critical/pending loans at other banks,0,36,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,None,14.442517936019676
24,FF&E,4,real estate,0,0,2,critical/pending loans at other banks,0,33,1,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.537245195376132
9,FF&E,3,real estate,0,0,1,existing loans paid back duly till now,0,25,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.574445479062222
12,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,1,25,1,married/widowed,1,1,skilled employee / official,1,None,0,1 year - 4 years,14.210251702709463
6,FF&E,2,real estate,0,0,1,existing loans paid back duly till now,0,23,1,married/widowed,0,4,unskilled - resident,1,High,0,4 years - 7 years,13.399995114002609
24,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,37,0,divorced/separated/married,1,4,skilled employee / official,1,High,0,7 years and up,14.067824486578264
42,FF&E,4,car or other,1,0,2,critical/pending loans at other banks,0,65,1,single,1,4,unemployed / unskilled - non-resident,1,Low,0,None,15.037519724776308
12,business,4,real estate,0,0,1,paid,1,26,0,divorced/separated/married,1,1,unemployed / unskilled - non-resident,1,Low,0,0 year - 1 year,13.319573546692034
12,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,0,39,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.448907734118446
12,FF&E,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0,30,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,1 year - 4 years,14.297936707208567
20,None,2,car or other,0,0,2,delay in paying off loans in the past,0,29,1,single,1,3,skilled employee / official,1,Low,1,1 year - 4 years,14.78211410371202
12,education,4,car or other,0,0,1,existing loans paid back duly till now,1,41,1,single,1,4,unskilled - resident,1,Low,1,7 years and up,13.485616636703185
48,FF&E,2,car or other,0,0,1,critical/pending loans at other banks,1,30,0,divorced/separated/married,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.443966476234136
9,education,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,41,0,divorced/separated/married,0,4,unskilled - resident,1,None,0,7 years and up,14.033842552281262
36,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,34,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,14.42636249579739
7,electronic equipment,2,real estate,0,1,1,existing loans paid back duly till now,0,35,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.761748366206382
12,FF&E,3,real estate,0,0,1,existing loans paid back duly till now,0,55,0,divorced/separated/married,1,4,management / self-employed / highly qualified employee / officer,1,None,0,7 years and up,14.168980370954058
15,FF&E,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1,61,1,married/widowed,1,3,skilled employee / official,1,High,1,1 year - 4 years,14.228943835721616
36,used vehicle,4,car or other,0,0,1,critical/pending loans at other banks,0,30,1,single,1,2,management / self-employed / highly qualified employee / officer,1,None,0,1 year - 4 years,16.218302911375346
6,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,0,29,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,13.15773052124162
12,FF&E,2,building society savings agreement/life insurance,0,0,2,paid,0,34,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.830378853199424
24,used vehicle,4,car or other,0,0,1,existing loans paid back duly till now,0,35,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.797589030376432
24,new vehicle,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,1,31,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,15.387661885612358
24,used vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,29,0,divorced/separated/married,1,1,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.800954148526746
11,new vehicle,2,real estate,0,0,2,critical/pending loans at other banks,0,36,1,single,0,2,skilled employee / official,1,Low,0,1 year - 4 years,15.177768341255923
12,used vehicle,3,No Property,0,0,1,existing loans paid back duly till now,1,35,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.035159841675217
6,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,0,27,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,12.745485726148075
18,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,0,32,1,single,1,2,skilled employee / official,1,Low,0,0 year - 1 year,15.34026166223118
36,FF&E,1,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,37,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.101984583801954
15,new vehicle,2,real estate,0,0,1,existing loans paid back duly till now,0,36,1,single,1,3,skilled employee / official,1,Low,0,0 year - 1 year,14.358416075193675
12,FF&E,3,real estate,0,0,1,existing loans paid back duly till now,0,34,0,divorced/separated/married,0,1,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.9197735181412
12,education,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0,38,1,single,1,4,skilled employee / official,1,None,0,7 years and up,13.533147646990091
18,business,4,car or other,0,0,2,existing loans paid back duly till now,0,34,1,single,1,1,skilled employee / official,1,Low,1,4 years - 7 years,14.48333993053993
24,used vehicle,3,No Property,0,1,1,existing loans paid back duly till now,0,63,1,single,1,4,skilled employee / official,1,Low,1,1 year - 4 years,14.888463099851808
24,electronic equipment,4,car or other,0,0,1,delay in paying off loans in the past,1,29,0,divorced/separated/married,0,2,unskilled - resident,1,Low,0,0 year - 1 year,14.321725569172582
48,electronic equipment,3,car or other,0,0,2,delay in paying off loans in the past,0,32,1,single,1,3,skilled employee / official,1,None,1,7 years and up,15.794855483105826
33,business,2,car or other,0,0,2,delay in paying off loans in the past,0,26,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.832189463869698
24,used vehicle,3,car or other,0,0,2,delay in paying off loans in the past,0,35,1,single,1,3,unskilled - resident,1,Low,0,4 years - 7 years,15.358594969848353
24,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,1,22,1,married/widowed,0,2,skilled employee / official,1,Low,0,0 year - 1 year,14.944328688689447
6,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,23,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,13.012548511397124
9,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,28,1,single,1,3,unskilled - resident,1,Low,0,1 year - 4 years,13.390862630439337
6,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,36,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,None,14.02900773222668
18,electronic equipment,4,car or other,0,0,1,critical/pending loans at other banks,1,33,1,married/widowed,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.034646087880946
18,FF&E,1,building society savings agreement/life insurance,0,0,1,paid,1,26,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,14.95141863137608
39,used vehicle,4,car or other,0,0,1,existing loans paid back duly till now,0,24,1,single,1,4,skilled employee / official,1,High,0,1 year - 4 years,14.75902727609202
24,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,25,1,single,1,2,skilled employee / official,1,Low,1,4 years - 7 years,15.454895546766329
12,business,3,real estate,0,0,1,existing loans paid back duly till now,0,39,1,single,1,4,unskilled - resident,1,Low,0,4 years - 7 years,13.851842487211664
15,FF&E,4,car or other,0,0,2,critical/pending loans at other banks,0,44,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.206200380490284
12,electronic equipment,1,real estate,0,0,1,critical/pending loans at other banks,0,23,0,divorced/separated/married,1,1,unskilled - resident,1,Low,0,1 year - 4 years,15.088916137005548
24,new vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,26,1,single,1,1,skilled employee / official,1,Low,0,0 year - 1 year,13.99866510106212
30,FF&E,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0,57,0,divorced/separated/married,0,4,skilled employee / official,1,High,0,7 years and up,15.102536917425496
15,FF&E,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,30,0,divorced/separated/married,1,2,skilled employee / official,1,High,0,4 years - 7 years,13.77468856344402
12,new vehicle,4,real estate,0,0,1,critical/pending loans at other banks,0,44,1,single,1,4,skilled employee / official,1,High,0,1 year - 4 years,13.966513431500802
6,new vehicle,4,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,1,47,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,None,14.00530412959693
12,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,0,52,1,single,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.93946565430418
24,new vehicle,4,No Property,1,0,1,existing loans paid back duly till now,0,62,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,7 years and up,15.139131324556104
10,new vehicle,3,real estate,0,0,1,existing loans paid back duly till now,0,35,1,single,0,2,unskilled - resident,0,Low,0,1 year - 4 years,14.16475798607421
6,new vehicle,2,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,26,1,single,0,3,skilled employee / official,1,Low,0,1 year - 4 years,15.07340320427964
12,electronic equipment,2,No Property,0,0,2,critical/pending loans at other banks,0,26,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,14.475100954995376
27,business,2,No Property,0,0,2,paid,1,42,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.933932399284997
6,electronic equipment,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,14.028199651374624
6,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,38,1,single,1,4,skilled employee / official,1,None,0,7 years and up,12.815838217151068
12,new vehicle,3,real estate,0,0,2,critical/pending loans at other banks,0,39,1,single,0,2,unskilled - resident,0,Low,0,1 year - 4 years,14.567869598156063
24,FF&E,2,car or other,0,0,1,existing loans paid back duly till now,1,20,1,married/widowed,1,4,skilled employee / official,1,None,0,1 year - 4 years,14.912788623619248
36,FF&E,4,No Property,1,0,1,existing loans paid back duly till now,1,29,1,single,0,1,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,16.016505795196686
24,FF&E,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,40,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.27609496529352
18,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,32,1,married/widowed,1,2,unskilled - resident,1,Low,0,7 years and up,14.078643757494644
